id,url,display_url,content_type,engagement_score_view,followers,likes,num_comments,product_type,profile_image_link,video_view_count,videos,tags,has_a_person,vape_present,is_vaping,tone,img_mentions_brands,text_mentions_brands,Health_ad,target_demographic,location_type,emotion_displayed,type_of_content,stance,are_there_children,post_style,people_skin_color,people_gender,people_age_group,people_physical_attributes,people_hair_color,people_common_appearances,depiction_style,is_vape_related,sensitive_content_bool
1624,https://www.instagram.com/p/C-yBCocAue6/,https://www.instagram.com/p/C-yBCocAue6/media/?size=l,Image,0,1007,13,0,,https://instagram.fdkr7-1.fna.fbcdn.net/v/t51.2885-19/297523723_768663407660525_8407646007156397532_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fdkr7-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=2BTo3EMGoUUQ7kNvgGsbl-g&_nc_gid=fb8cf2d65f3d468a84d089a5f3f40e3a&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYB5tAI76PWCI_JQ2Z2Y8now3vCP2U99Nz4AYSiLCDi9xA&oe=67303360&_nc_sid=4f4799,0,[],"['quitting', 'health', 'motivation', 'text-based', 'inspirational']",0,0,0,Positive,0,0,1,['general audience'],Public,,Health Promotion,Anti-Vaping,0,"Informational, Motivational",[],[],[],[],[],[],,1,0
993,https://www.instagram.com/p/C7GMSlpLajT/,https://www.instagram.com/p/C7GMSlpLajT/media/?size=l,Image,0,542,2,0,,https://instagram.fgyd20-2.fna.fbcdn.net/v/t51.2885-19/441472057_952832832971552_4105040667100705270_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgyd20-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=KhU2VT76ZakQ7kNvgFwOtMz&_nc_gid=2d09d23fb5cd4ea38d440a0aa8276be5&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYC-XAwZIHECsy5u7bpQx2n8cG-2Ia73bVAlfBTh6TpGgA&oe=67303C48&_nc_sid=4f4799,0,[],"['youth', 'outdoor', 'happy', 'anti-vaping', 'health']",1,0,0,Positive,1,0,1,"['young adults', 'general audience']",Outdoor,happiness,Health Promotion,Anti-Vaping,0,Informational Promotion,"['light', 'medium', 'dark']","['Male', 'Female']","['Young', 'Adult']",['average'],"['black', 'other']",['casual'],Neutral,1,0
228,https://www.instagram.com/p/CCJlhdjHhvu/,https://www.instagram.com/p/CCJlhdjHhvu/media/?size=l,Carousel,0,10,1,0,,https://instagram.fotp8-1.fna.fbcdn.net/v/t51.2885-19/106294943_754513315087712_1006256514357795613_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fotp8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=SxkpmBAU7pwQ7kNvgHK5TBc&_nc_gid=2d501052b59f49b79ced3ba444985f25&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYBaJyf-dShUR0IGn-TaUzTyESbihMHOxZTHq3hVG7X5XQ&oe=6730358E&_nc_sid=4f4799,0,[],"['vaping', 'health', 'toxins', 'prevention']",0,0,0,Negative,0,0,1,['general audience'],Public,,Informational Graphic,Anti-Vaping,0,"Informational, Prevention",[],[],[],[],[],[],,1,0
599,https://www.instagram.com/p/B22IPiKnTln/,https://www.instagram.com/p/B22IPiKnTln/media/?size=l,Image,0,1,1,0,,https://instagram.fgbb1-1.fna.fbcdn.net/v/t51.2885-19/69802623_1677057492430444_3404041948955148288_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgbb1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=IIu_htHYHhAQ7kNvgEzFcy2&_nc_gid=67dfa1d668fb40dcb875e72c4d3c7a03&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYAEqn4Qb_skeUll5MguVGi0y4vuySBrdu59FmkpPXsDVw&oe=6730344C&_nc_sid=4f4799,0,[],"['teeth', 'smile', 'oral hygiene', 'health']",1,0,0,Negative,0,0,1,['general audience'],Private,happiness,Health Warning,Anti-Vaping,0,Informational,['light'],['Female'],['Adult'],['average'],['other'],['casual'],Neutral,1,0
1691,https://www.instagram.com/p/CzohVNOsGOi/,https://www.instagram.com/p/CzohVNOsGOi/media/?size=l,Image,0,346,2,0,,https://instagram.fphl1-1.fna.fbcdn.net/v/t51.2885-19/465244734_1054025093396938_6694800083202387062_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fphl1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=QRyTsro_q-QQ7kNvgGCpBIl&_nc_gid=e467487e396a41e9aa0386e43fea13c3&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYBfXcyLmiw_x2rdSGSHOja3DE6oEiA7eU3csWhZgqwT9g&oe=673047FE&_nc_sid=4f4799,0,[],"['hypnotherapy', 'benefits', 'mental health', 'self-improvement']",0,0,0,Positive,0,0,1,['general audience'],Public,,Informational Graphic,Neutral,0,Informational,[],[],[],[],[],[],,1,0
2006,https://www.instagram.com/p/Cl9IZZnKrV7/,https://www.instagram.com/p/Cl9IZZnKrV7/media/?size=l,Image,0,461,20,0,,https://instagram.fotp3-2.fna.fbcdn.net/v/t51.2885-19/449420721_477673271414226_5870362589523856814_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fotp3-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=pcy1qtt7OWgQ7kNvgH7aVwt&_nc_gid=357717dc51b940178001383f5797149c&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYCmstHwA2oLmAAtVjezQpxUf_wRVVTeM5IMdTYcp5kuww&oe=6730316D&_nc_sid=4f4799,0,[],"['ISTEP', 'youth', 'indoor', 'event', 'promotion', 'anti-vaping']",1,0,0,Positive,1,1,1,"['young adults', 'teens']",Indoor,happiness,Promotion Event,Anti-Vaping,0,Informational Promotion,"['light', 'medium']",['Female'],"['Young', 'Teen']",['average'],"['blonde', 'black', 'other']",['casual'],Neutral,1,0
286,https://www.instagram.com/p/B9FZGR8AGvx/,https://www.instagram.com/p/B9FZGR8AGvx/media/?size=l,Image,0,45,9,0,,https://instagram.fist6-1.fna.fbcdn.net/v/t51.2885-19/76898667_2549203738683386_8214214885920210944_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fist6-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=mPC4Br7-0BgQ7kNvgHiSBoZ&_nc_gid=6bbbd94315204318a439627925336c3b&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYA0zridtt7c_SralhVNUqpP1bdjVv7JdjbTaMC_6DAqMg&oe=67303F7F&_nc_sid=4f4799,0,[],"['anti-vaping', 'text', 'bold', 'red background']",0,0,0,Negative,0,0,1,['general audience'],Public,,Advertisement,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],[],,1,0
326,https://www.instagram.com/p/Cinx3wQsjYy/,https://www.instagram.com/p/Cinx3wQsjYy/media/?size=l,Image,0,973,1,0,,https://instagram.feze8-2.fna.fbcdn.net/v/t51.2885-19/69367845_2398275043587259_6235623095894278144_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.feze8-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=DpJZ3XZsBHkQ7kNvgFDK8QR&_nc_gid=80fe7eaa82b4403f9bb515a19dff27ad&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYAKAqlMpIG7c4XNQJ4SV8CRkfZdVuWLiBGyYEhysic8EA&oe=67303F10&_nc_sid=4f4799,0,[],"['LGBTQ+', 'rainbow', 'text', 'colorful', 'ISTEP']",0,0,0,Neutral,0,0,1,"['young adults', 'LGBTQ+']",Public,,Health Ad,Anti-Vaping,0,Informational,[],[],[],[],[],[],,1,0
1282,https://www.instagram.com/p/Cn6-arHLmbb/,https://www.instagram.com/p/Cn6-arHLmbb/media/?size=l,Image,0,3468,3,0,,https://instagram.falg7-1.fna.fbcdn.net/v/t51.2885-19/403827173_853283116540949_970147629087555865_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.falg7-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=pBYeSRamWeMQ7kNvgFspmaw&_nc_gid=dd9145bdb72a48b3b18aae93d937b6c2&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYBWVgjv9Wtb700Yl8qrLER0NzLh3pX33mv1jz43kADCWQ&oe=673012FC&_nc_sid=4f4799,0,[],"['indoor', 'casual', 'smiling', 'plants']",1,0,0,Positive,0,0,0,['general audience'],Indoor,happiness,Social Media Post,Anti-Vaping,0,Informational Promotion,['medium'],['Male'],['Adult'],['average'],['black'],['casual'],Neutral,1,0
1169,https://www.instagram.com/p/BdphKimjlIU/,https://www.instagram.com/p/BdphKimjlIU/media/?size=l,Image,0,189,2,0,,https://instagram.fpiu1-1.fna.fbcdn.net/v/t51.2885-19/59352390_435894913860704_6332423369459236864_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fpiu1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=52aucNlXSXUQ7kNvgF62tHB&_nc_gid=e223662510584e048d9fd68398b17a5b&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYCfxKhjP0Ut07tXk8bIHYxKX11wHV9JfEYDqxm6CDJYlQ&oe=673026C0&_nc_sid=4f4799,0,[],"['musician', 'concert', 'live performance', 'guitar', 'singing', 'stage']",1,0,0,Neutral,0,1,0,"['adults', 'music fans']",Public,neutral,News Article,Anti-Vaping,0,Informational,['light'],['Male'],['Adult'],['average'],['other'],['casual'],Neutral,1,0
499,https://www.instagram.com/p/B2p8mg4n-h1/,https://www.instagram.com/p/B2p8mg4n-h1/media/?size=l,Image,0,133,9,0,,https://instagram.famm11-1.fna.fbcdn.net/v/t51.2885-19/70979420_698181637341252_2147062350362968064_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.famm11-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=lFtskk7iSk8Q7kNvgGDIjHy&_nc_gid=e37c5c2186294c3b9358b6ac04e8a484&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYBTUs3umCe7gelOpYxDLMX8KHaUsrqPTjMXpRvjjfqUDw&oe=6730319B&_nc_sid=4f4799,0,[],"['vaping', 'anti-vaping', 'text', 'health']",0,0,0,Negative,0,0,1,['general audience'],Public,,Health Campaign,Anti-Vaping,0,Informational,[],[],[],[],[],[],,1,0
1914,https://www.instagram.com/p/Cdf7bF5qxB-/,https://www.instagram.com/p/Cdf7bF5qxB-/media/?size=l,Reel,29,226,8,2,igtv,https://instagram.ftlv20-1.fna.fbcdn.net/v/t51.2885-19/271976273_636047347699127_1896007044556245194_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftlv20-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=tc4yCYuoBR8Q7kNvgH0wA8M&_nc_gid=7d2d7f99955648a9a0804390288420ef&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYCdcktB66fTTGgJif2ai5mJ7ac1qU2eSwlq-0bNUhQLZg&oe=67302F8B&_nc_sid=4f4799,29,['https://instagram.ftlv20-2.fna.fbcdn.net/o1/v/t16/f2/m69/AQN4eNknuHVHB-aaVv9xT9YyLmJlupw6oxiIhXmEGXV9YabQwHATNNV5Rfy8uBgTt1dtZsuNuV5DeRsNZybZ5qth.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uaWd0di5jMi43MjAuYmFzZWxpbmUifQ&_nc_cat=105&vs=1094353071157459_1769202330&_nc_vs=HBkcFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSllQdGhBUjR5a3p5b0lFQUV1UzBic1JTZzRiYnZWQkFBQUYVAALIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbY9f3jsLf%2FQBUCKAJDMywXQDBmZmZmZmYYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&_nc_rid=7d2d7a8628&ccb=9-4&oh=00_AYAtwniO99xusmDRpXOE0G0nKz9LKmKtNNHxwz3pk-K8pw&oe=672C24DB&_nc_sid=4f4799'],"['person', 'somber', 'reflective', 'indoor', 'mental health']",1,0,0,Neutral,0,0,1,"['adults', 'general audience']",Indoor,somber,Informational Post,Anti-Vaping,0,Personal Reflection,[],[],[],[],[],['casual'],Neutral,1,1
1846,https://www.instagram.com/p/Cm63IdZhCNq/,https://www.instagram.com/p/Cm63IdZhCNq/media/?size=l,Image,0,281,5,0,,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-19/267943262_324876155929593_2358002751019275329_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=qootSnFU3pIQ7kNvgGlFMZV&_nc_gid=fdb98896cf0b48d6829b03e0461da017&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYBqXELmkd5pAvp_GGtLrXC6iNYF2AyF_ktNGKgKPjeJ5g&oe=67301906&_nc_sid=4f4799,0,[],"['vaping', 'smoking', 'health', 'quit', 'hypnotherapy']",0,1,0,Positive,0,0,1,"['adults', 'young adults']",Public,,Advertisement,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],[],,1,0
1933,https://www.instagram.com/p/CmJ4VndqASp/,https://www.instagram.com/p/CmJ4VndqASp/media/?size=l,Image,0,199,6,0,,https://instagram.fhex4-1.fna.fbcdn.net/v/t51.2885-19/60819342_303260610581778_3970711069176889344_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fhex4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=EMbx4Ki-JckQ7kNvgFRGr92&_nc_gid=cd2738e709ae4f5c9613dcf438476cb9&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYChVp6W63_c7A2WE6EVNOmmItFPXff0tdz5M2YRrGMw7Q&oe=673030A0&_nc_sid=4f4799,0,[],"['silhouette', 'indoor', 'urban setting', 'cigarette']",1,0,0,Neutral,0,0,1,['general audience'],Indoor,,Health Promotion,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],['casual'],Neutral,1,0
784,https://www.instagram.com/p/B1jA3yyBdvH/,https://www.instagram.com/p/B1jA3yyBdvH/media/?size=l,Carousel,0,10663,54,24,,https://instagram.flpb2-1.fna.fbcdn.net/v/t51.2885-19/14295439_1119727051439902_1854011253_a.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.flpb2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=MX0KEgmGWg4Q7kNvgEpm6gq&_nc_gid=619caca4c3c24bf8960876b78894b8b1&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYDxUxcd759H0e598x7Jts9dA9enGRLKDGCWvqgvuKBaKw&oe=67303808&_nc_sid=4f4799,0,[],"['vaping', 'outdoor', 'health', 'person']",1,1,1,Negative,0,0,1,"['young adults', 'general audience']",Outdoor,,News Article,Anti-Vaping,0,Informational Announcement,[],[],[],[],[],[],Neutral,1,0
907,https://www.instagram.com/p/B8E0kUyngqo/,https://www.instagram.com/p/B8E0kUyngqo/media/?size=l,Image,0,37,12,1,,https://instagram.ftlv5-1.fna.fbcdn.net/v/t51.2885-19/72118761_702026760298915_2866260907615322112_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftlv5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=UgDMG8gPqOsQ7kNvgFc3LW1&_nc_gid=6a233577a059495cbacfc20e7c8269aa&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYDv8xjR4Ayus0_xhTyBWuHQOL-VM3ozsbiYr6swCOpacw&oe=67303A93&_nc_sid=4f4799,0,[],"['vaping', 'health warning', 'toxic chemicals', 'carcinogens']",0,1,0,Negative,0,1,1,['general audience'],Public,,Health Warning,Anti-Vaping,0,Informational,[],[],[],[],[],[],,1,0
854,https://www.instagram.com/p/COIMGJRnA-V/,https://www.instagram.com/p/COIMGJRnA-V/media/?size=l,Image,0,1,2,0,,https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/178412400_250842260113078_543814356525539617_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=kXYTmnX196IQ7kNvgGB6q83&_nc_gid=3df59758179842b78516755534ec1209&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYBlBm4wlwpwkAxV8GtbiOaGHv6oEeE9LGUMRZmES80oMg&oe=673042E6&_nc_sid=4f4799,0,[],"['vaping', 'health warning', 'educational', 'poster', 'anti-vaping']",1,1,0,Negative,0,0,1,"['teenagers', 'young adults', 'general audience']",Public,concern,Educational Poster,Anti-Vaping,0,Informational,"['light', 'medium', 'dark']","['Male', 'Female']",['Young'],['average'],"['black', 'other']",['casual'],Neutral,1,0
441,https://www.instagram.com/p/CZkLvqLsxQl/,https://www.instagram.com/p/CZkLvqLsxQl/media/?size=l,Video,47,7713,0,0,igtv,https://instagram.fbkk13-1.fna.fbcdn.net/v/t51.2885-19/10358432_659568440802140_1401211017_a.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbkk13-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=_ji1U_L2cRQQ7kNvgHRSI16&_nc_gid=1e59af2d79014d56a194aa055cf3b735&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYBW2kXWeRvXFpm7lkyylg1LUnojoF8XZdLA3rpiDoXTcQ&oe=673046B7&_nc_sid=4f4799,47,['https://instagram.fbkk12-3.fna.fbcdn.net/o1/v/t16/f1/m84/7244DA81F035CEAA908E344906A86A85_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uaWd0di5jMi4xMjgwLmJhc2VsaW5lIn0&_nc_cat=102&vs=1047610876273212_1152747411&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC83MjQ0REE4MUYwMzVDRUFBOTA4RTM0NDkwNkE4NkE4NV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dFSFA2eFo4N0ZfX2xwb0RBSjhWMldlMkUwczBicGt3QUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJtiSypKFu%2BI%2FFQIoAkMzLBdAgxZmZmZmZhgSZGFzaF9iYXNlbGluZV8xX3YxEQB17AcA&_nc_rid=1e59a06e9f&ccb=9-4&oh=00_AYDNUHdDICZz_HHJR40mXivhEYA7NIeQdwqr6NggehXJcA&oe=672C36E0&_nc_sid=4f4799'],[],0,0,0,Neutral,0,0,0,['general audience'],Public,,Interview Discussion,Anti-Vaping,0,Informational Discussion,[],[],[],[],[],[],,1,0
138,https://www.instagram.com/p/B79IhsfgOgP/,https://www.instagram.com/p/B79IhsfgOgP/media/?size=l,Image,0,116,4,0,,https://instagram.fsrz1-2.fna.fbcdn.net/v/t51.2885-19/83853923_488520262064595_2551352513903198208_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrz1-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Nz2pOpdBEI0Q7kNvgHRa6qE&_nc_gid=aa48b3f1c30b402ea71facdea91bf218&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYDk3f_z_RWHhhyllvaHzvfPl90WYobMD1GAASyKYMpkTA&oe=67303143&_nc_sid=4f4799,0,[],"['vaping', 'youth', 'outdoor', 'health warning']",1,1,1,Negative,0,0,1,"['teenagers', 'young adults']",Outdoor,,Health Warning,Anti-Vaping,0,Informational,['light'],['Female'],['Teen'],['average'],['other'],['casual'],Neutral,1,0
1424,https://www.instagram.com/p/DBzbdNZTA78/,https://www.instagram.com/p/DBzbdNZTA78/media/?size=l,Image,0,46,3,0,,https://instagram.flpb2-2.fna.fbcdn.net/v/t51.2885-19/435616960_3662685997299195_5870894706532777264_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.flpb2-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=oL8RlqPIFigQ7kNvgGjdTyL&_nc_gid=75d9502dc0b240288fee7ffe78325af6&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYCpvjkIRfRQ_JMLK64MRtVKoW18Qb4WqCq2BOrvAdyQgg&oe=67302F15&_nc_sid=4f4799,0,[],"['vaping', 'education', 'students', 'classroom', 'health awareness']",1,0,0,Negative,0,0,1,"['children', 'students']",Indoor,focused,Educational Material,Anti-Vaping,1,Informational,[],[],['Young'],[],[],['casual'],Neutral,1,0
2028,https://www.instagram.com/p/C_-wgqztFgw/,https://www.instagram.com/p/C_-wgqztFgw/media/?size=l,Image,0,289,2,1,,https://instagram.famm2-3.fna.fbcdn.net/v/t51.2885-19/41523351_561691727620689_6880531517928374272_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.famm2-3.fna.fbcdn.net&_nc_cat=109&_nc_ohc=syV2wDPRrqkQ7kNvgGM6zfY&_nc_gid=aec180a6f07a47c5b6100768fa68e7fd&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYD8fAZq5-CavL4C0kg4WdB8aq-5eABnt_AaMEhz61L9IQ&oe=6730493B&_nc_sid=4f4799,0,[],"['vaping', 'health', 'anti-vaping', 'lungs', 'public health']",0,0,0,Negative,1,0,1,['general audience'],Public,,Health Advertisement,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],[],,1,0
1450,https://www.instagram.com/p/CyWJaERxNTl/,https://www.instagram.com/p/CyWJaERxNTl/media/?size=l,Image,0,846,5,0,,https://instagram.fpmc1-1.fna.fbcdn.net/v/t51.2885-19/15251836_1034620499994284_2613697692236251136_a.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fpmc1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=i1h9YFRxFFgQ7kNvgHrbgQS&_nc_gid=5767de10a01643d2b01dd09d25d0ffb1&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYC5mWmOSLrh4yf3_NhyuR7VyjEXr5skNlYqVZrFv1bYqA&oe=67304044&_nc_sid=4f4799,0,[],"['health fair', 'educational', 'indoor', 'health awareness', 'anti-vaping']",1,0,0,Positive,0,0,1,['general audience'],Indoor,neutral,Informational Display,Anti-Vaping,0,Informational Promotion,"['light', 'medium']","['Female', 'Male']",['Adult'],['average'],"['blonde', 'black']",['casual'],Neutral,1,0
473,https://www.instagram.com/p/B2S11TGgVqX/,https://www.instagram.com/p/B2S11TGgVqX/media/?size=l,Image,0,540,28,0,,https://instagram.fskg1-1.fna.fbcdn.net/v/t51.2885-19/274014630_976408506336482_7112133313659106273_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fskg1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=FTB_Pna-yoYQ7kNvgHp9zDy&_nc_gid=220a2d1b42ea4636b3ab0478b46e794c&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYD9qhfVGFqDm1tBytEnX7qd5cLzXeuQOabgiSlUGF_yyA&oe=67302439&_nc_sid=4f4799,0,[],"['vaping', 'meme', 'humor', 'comparison', 'cartoon']",0,0,0,Sarcastic,0,0,0,"['young adults', 'general audience']",Public,,Humor Clip,Neutral,0,"Humor, Relatable",[],[],[],[],[],[],,1,0
243,https://www.instagram.com/p/CtkIUZUrV9l/,https://www.instagram.com/p/CtkIUZUrV9l/media/?size=l,Image,0,4501,6,0,,https://instagram.fscl13-2.fna.fbcdn.net/v/t51.2885-19/181595474_489486635532150_3159115694510071151_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fscl13-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=DprXirOD-XUQ7kNvgFqr_dR&_nc_gid=e1fcd96b3c664177a5c93c06c2cd2e2c&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYDWKCqakbuaJlqpt32If4R6YcNBbMkkF4UZxPdYk36ZjQ&oe=67301E93&_nc_sid=4f4799,0,[],"['vaping', 'health warning', 'hand', 'vape device']",1,1,0,Negative,0,0,1,['general audience'],Neutral,,Health Warning,Anti-Vaping,0,Informational,['light'],['Other'],['Adult'],['average'],['other'],['casual'],Neutral,1,0
991,https://www.instagram.com/p/B2afGgLFKOE/,https://www.instagram.com/p/B2afGgLFKOE/media/?size=l,Reel,7771,35994,430,62,feed,https://instagram.faep6-1.fna.fbcdn.net/v/t51.2885-19/190166010_775878222977273_6440060377168488029_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.faep6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=eOlAV3Ob4zQQ7kNvgHPxiVz&_nc_gid=347c76fcf5e4460db31e731e27d31bb3&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYDb_c2NQ5riS_rYMpew87EE76z50sR2w4ewYugXWxaxEQ&oe=6730209B&_nc_sid=4f4799,7771,['https://instagram.faep6-1.fna.fbcdn.net/o1/v/t16/f1/m84/764CB07CD062489B3D3E2252F68CC88D_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uZmVlZC5jMi40ODAuYmFzZWxpbmUifQ&_nc_cat=105&vs=1708240022987002_509425904&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC83NjRDQjA3Q0QwNjI0ODlCM0QzRTIyNTJGNjhDQzg4RF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dGampEUmVON1hCN0JBWUJBRGFadTZRQUZGZElicGt3QUFBRhUCAsgBACgAGAAbABUAACaM1f%2BwjtOUQBUCKAJDMywXQC7dsi0OVgQYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=9-4&oh=00_AYCKvh1nBJfr9hdcl4yRnrE6slGizXteQ9Np8el_QIk1UA&oe=672C1F59&_nc_sid=4f4799'],"['youth', 'outdoor', 'casual', 'night']",1,0,0,Negative,0,1,1,"['teenagers', 'young adults']",Outdoor,neutral,Social Media Post,Anti-Vaping,0,Personal Reflection,['light'],['Male'],['Teen'],['average'],['other'],['casual'],Neutral,1,0
942,https://www.instagram.com/p/B8Z3DsBBSRr/,https://www.instagram.com/p/B8Z3DsBBSRr/media/?size=l,Image,0,911,74,4,,https://instagram.fese1-1.fna.fbcdn.net/v/t51.2885-19/243034130_592162751920508_1838931005586814470_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fese1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=CYiibb7OeMYQ7kNvgFKhw0Q&_nc_gid=46bcb364781644dbba6caa07849d6035&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYDsvslxNbT58VEYYGNlZh5GtiCvrBVzx57q-KBSTfr1LA&oe=67301C2C&_nc_sid=4f4799,0,[],"['nicotine withdrawal', 'health', 'informational', 'psychology', 'text']",0,0,0,Neutral,0,0,1,['general audience'],Public,,Informational Image,Anti-Vaping,0,Informational,[],[],[],[],[],[],,1,0
